YCSB Client 0.1
Command line: -db com.yahoo.ycsb.db.OriginalHBaseClient -P /home/hadoop/git/schema_design/YCSB_PhoenixClient/workloads/thin_table_workload -p columnfamily=cf -p readproportion=0.3 -p insertproportion=0.7 -t -threads 20 -s
Loading workload...
initializing original coreworkload...
initializing fat table workload...
Starting test.
 0 sec: 0 operations; 
 10 sec: 0 operations; 
 20 sec: 0 operations; 
SLF4J: Class path contains multiple SLF4J bindings.
SLF4J: Found binding in [jar:file:/home/hadoop/git/schema_design/lib/phoenix-4.1.0-client.jar!/org/slf4j/impl/StaticLoggerBinder.class]
SLF4J: Found binding in [jar:file:/home/hadoop/git/schema_design/YCSB_PhoenixClient/hbase/target/hbase-binding-0.1.4.jar!/org/slf4j/impl/StaticLoggerBinder.class]
SLF4J: See http://www.slf4j.org/codes.html#multiple_bindings for an explanation.
14/09/22 21:18:13 INFO zookeeper.ZooKeeper: Client environment:zookeeper.version=3.4.6-1569965, built on 02/20/2014 09:09 GMT
14/09/22 21:18:13 INFO zookeeper.ZooKeeper: Client environment:host.name=yahoo024.nicl.cs.duke.edu
14/09/22 21:18:13 INFO zookeeper.ZooKeeper: Client environment:java.version=1.6.0_32
14/09/22 21:18:13 INFO zookeeper.ZooKeeper: Client environment:java.vendor=Sun Microsystems Inc.
14/09/22 21:18:13 INFO zookeeper.ZooKeeper: Client environment:java.home=/usr/lib/jvm/java-6-openjdk-amd64/jre
14/09/22 21:18:13 INFO zookeeper.ZooKeeper: Client environment:java.class.path=../lib/phoenix-4.1.0-client.jar:core/target/core-0.1.4.jar:hbase/target/hbase-binding-0.1.4.jar:distribution/target/ycsb-0.1.4.tar.gz:jdbc/target/jdbc-binding-0.1.4.jar:hbase/src/main/conf/
14/09/22 21:18:13 INFO zookeeper.ZooKeeper: Client environment:java.library.path=/usr/lib/jvm/java-6-openjdk-amd64/jre/lib/amd64/server:/usr/lib/jvm/java-6-openjdk-amd64/jre/lib/amd64:/usr/lib/jvm/java-6-openjdk-amd64/jre/../lib/amd64:/usr/java/packages/lib/amd64:/usr/lib/x86_64-linux-gnu/jni:/lib/x86_64-linux-gnu:/usr/lib/x86_64-linux-gnu:/usr/lib/jni:/lib:/usr/lib
14/09/22 21:18:13 INFO zookeeper.ZooKeeper: Client environment:java.io.tmpdir=/tmp
14/09/22 21:18:13 INFO zookeeper.ZooKeeper: Client environment:java.compiler=<NA>
14/09/22 21:18:13 INFO zookeeper.ZooKeeper: Client environment:os.name=Linux
14/09/22 21:18:13 INFO zookeeper.ZooKeeper: Client environment:os.arch=amd64
14/09/22 21:18:13 INFO zookeeper.ZooKeeper: Client environment:os.version=3.13.0-34-generic
14/09/22 21:18:13 INFO zookeeper.ZooKeeper: Client environment:user.name=hadoop
14/09/22 21:18:13 INFO zookeeper.ZooKeeper: Client environment:user.home=/home/hadoop
14/09/22 21:18:13 INFO zookeeper.ZooKeeper: Client environment:user.dir=/home/hadoop/git/schema_design/YCSB_PhoenixClient
14/09/22 21:18:13 INFO zookeeper.ZooKeeper: Initiating client connection, connectString=yahoo008.nicl.cs.duke.edu:2181,yahoo007.nicl.cs.duke.edu:2181,yahoo006.nicl.cs.duke.edu:2181,yahoo005.nicl.cs.duke.edu:2181 sessionTimeout=90000 watcher=hconnection-0x226c172e, quorum=yahoo008.nicl.cs.duke.edu:2181,yahoo007.nicl.cs.duke.edu:2181,yahoo006.nicl.cs.duke.edu:2181,yahoo005.nicl.cs.duke.edu:2181, baseZNode=/hbase
14/09/22 21:18:13 INFO zookeeper.RecoverableZooKeeper: Process identifier=hconnection-0x226c172e connecting to ZooKeeper ensemble=yahoo008.nicl.cs.duke.edu:2181,yahoo007.nicl.cs.duke.edu:2181,yahoo006.nicl.cs.duke.edu:2181,yahoo005.nicl.cs.duke.edu:2181
14/09/22 21:18:13 INFO zookeeper.ClientCnxn: Opening socket connection to server slave3/152.3.144.178:2181. Will not attempt to authenticate using SASL (unknown error)
14/09/22 21:18:13 INFO zookeeper.ClientCnxn: Socket connection established to slave3/152.3.144.178:2181, initiating session
14/09/22 21:18:13 INFO zookeeper.ClientCnxn: Session establishment complete on server slave3/152.3.144.178:2181, sessionid = 0x348a00f8a0e000a, negotiated timeout = 90000
 30 sec: 72620 operations; 7261.27 current ops/sec; [INSERT AverageLatency(us)=7874.83] [READ AverageLatency(us)=8885.58] 
 40 sec: 185432 operations; 11280.07 current ops/sec; [INSERT AverageLatency(us)=2086.18] [READ AverageLatency(us)=581.85] 
 50 sec: 283190 operations; 9775.8 current ops/sec; [INSERT AverageLatency(us)=2404.08] [READ AverageLatency(us)=707.82] 
 60 sec: 369883 operations; 8668.43 current ops/sec; [INSERT AverageLatency(us)=2769.88] [READ AverageLatency(us)=685.05] 
 70 sec: 474318 operations; 10443.5 current ops/sec; [INSERT AverageLatency(us)=2209.27] [READ AverageLatency(us)=685.55] 
 80 sec: 584119 operations; 10979 current ops/sec; [INSERT AverageLatency(us)=2078.92] [READ AverageLatency(us)=663.23] 
 90 sec: 671492 operations; 8737.3 current ops/sec; [INSERT AverageLatency(us)=2733.77] [READ AverageLatency(us)=707.98] 
 100 sec: 767281 operations; 9577.94 current ops/sec; [INSERT AverageLatency(us)=2453.43] [READ AverageLatency(us)=679.85] 
 110 sec: 857751 operations; 9047 current ops/sec; [INSERT AverageLatency(us)=2599.14] [READ AverageLatency(us)=756.68] 
 120 sec: 935873 operations; 7811.42 current ops/sec; [INSERT AverageLatency(us)=3084.03] [READ AverageLatency(us)=787] 
 130 sec: 989334 operations; 5346.1 current ops/sec; [INSERT AverageLatency(us)=3497.14] [READ AverageLatency(us)=3740.46] 
 140 sec: 1082307 operations; 9296.37 current ops/sec; [INSERT AverageLatency(us)=2511.79] [READ AverageLatency(us)=761] 
 150 sec: 1153678 operations; 7137.1 current ops/sec; [INSERT AverageLatency(us)=3441.39] [READ AverageLatency(us)=771.66] 
 160 sec: 1211993 operations; 5831.5 current ops/sec; [INSERT AverageLatency(us)=4333.89] [READ AverageLatency(us)=745.21] 
 170 sec: 1287790 operations; 7578.94 current ops/sec; [INSERT AverageLatency(us)=3231.88] [READ AverageLatency(us)=694.26] 
 180 sec: 1373198 operations; 8540.8 current ops/sec; [INSERT AverageLatency(us)=2802.14] [READ AverageLatency(us)=703.78] 
 190 sec: 1449879 operations; 7667.33 current ops/sec; [INSERT AverageLatency(us)=3149.05] [READ AverageLatency(us)=806.84] 
 200 sec: 1529696 operations; 7981.7 current ops/sec; [INSERT AverageLatency(us)=3060.75] [READ AverageLatency(us)=675.22] 
 210 sec: 1629408 operations; 9970.2 current ops/sec; [INSERT AverageLatency(us)=2357.68] [READ AverageLatency(us)=618.41] 
 220 sec: 1685283 operations; 5587.5 current ops/sec; [INSERT AverageLatency(us)=4600.82] [READ AverageLatency(us)=629.71] 
 230 sec: 1786585 operations; 10129.19 current ops/sec; [INSERT AverageLatency(us)=2297.27] [READ AverageLatency(us)=664.66] 
 240 sec: 1860182 operations; 7359.7 current ops/sec; [INSERT AverageLatency(us)=3290.71] [READ AverageLatency(us)=835.07] 
 250 sec: 1921532 operations; 6134.39 current ops/sec; [INSERT AverageLatency(us)=4097.83] [READ AverageLatency(us)=741.47] 
 260 sec: 2010142 operations; 8861 current ops/sec; [INSERT AverageLatency(us)=2664.45] [READ AverageLatency(us)=750.54] 
 270 sec: 2094994 operations; 8484.35 current ops/sec; [INSERT AverageLatency(us)=2812.28] [READ AverageLatency(us)=745.12] 
 280 sec: 2191353 operations; 9635.9 current ops/sec; [INSERT AverageLatency(us)=2404.52] [READ AverageLatency(us)=744.73] 
 290 sec: 2256380 operations; 6502.05 current ops/sec; [INSERT AverageLatency(us)=3744.86] [READ AverageLatency(us)=959.12] 
 300 sec: 2319934 operations; 6355.4 current ops/sec; [INSERT AverageLatency(us)=3880.24] [READ AverageLatency(us)=882.21] 
 310 sec: 2381415 operations; 6148.1 current ops/sec; [INSERT AverageLatency(us)=3753.84] [READ AverageLatency(us)=860.19] 
 320 sec: 2455444 operations; 7402.16 current ops/sec; [INSERT AverageLatency(us)=3564.89] [READ AverageLatency(us)=700.31] 
 330 sec: 2546439 operations; 9094.04 current ops/sec; [INSERT AverageLatency(us)=2631.87] [READ AverageLatency(us)=621.5] 
 340 sec: 2607849 operations; 6140.39 current ops/sec; [INSERT AverageLatency(us)=4151.52] [READ AverageLatency(us)=634.26] 
