YCSB Client 0.1
Command line: -db com.yahoo.ycsb.db.OriginalHBaseClient -P /home/hadoop/git/schema_design/YCSB_PhoenixClient/workloads/thin_table_workload -p columnfamily=cf -p readproportion=0.1 -p insertproportion=0.9 -t -threads 20 -s
Loading workload...
initializing original coreworkload...
initializing fat table workload...
Starting test.
 0 sec: 0 operations; 
 10 sec: 0 operations; 
 20 sec: 0 operations; 
SLF4J: Class path contains multiple SLF4J bindings.
SLF4J: Found binding in [jar:file:/home/hadoop/git/schema_design/lib/phoenix-4.1.0-client.jar!/org/slf4j/impl/StaticLoggerBinder.class]
SLF4J: Found binding in [jar:file:/home/hadoop/git/schema_design/YCSB_PhoenixClient/hbase/target/hbase-binding-0.1.4.jar!/org/slf4j/impl/StaticLoggerBinder.class]
SLF4J: See http://www.slf4j.org/codes.html#multiple_bindings for an explanation.
14/09/20 11:06:54 INFO zookeeper.ZooKeeper: Client environment:zookeeper.version=3.4.6-1569965, built on 02/20/2014 09:09 GMT
14/09/20 11:06:54 INFO zookeeper.ZooKeeper: Client environment:host.name=yahoo024.nicl.cs.duke.edu
14/09/20 11:06:54 INFO zookeeper.ZooKeeper: Client environment:java.version=1.6.0_32
14/09/20 11:06:54 INFO zookeeper.ZooKeeper: Client environment:java.vendor=Sun Microsystems Inc.
14/09/20 11:06:54 INFO zookeeper.ZooKeeper: Client environment:java.home=/usr/lib/jvm/java-6-openjdk-amd64/jre
14/09/20 11:06:54 INFO zookeeper.ZooKeeper: Client environment:java.class.path=../lib/phoenix-4.1.0-client.jar:core/target/core-0.1.4.jar:hbase/target/hbase-binding-0.1.4.jar:distribution/target/ycsb-0.1.4.tar.gz:jdbc/target/jdbc-binding-0.1.4.jar:hbase/src/main/conf/
14/09/20 11:06:54 INFO zookeeper.ZooKeeper: Client environment:java.library.path=/usr/lib/jvm/java-6-openjdk-amd64/jre/lib/amd64/server:/usr/lib/jvm/java-6-openjdk-amd64/jre/lib/amd64:/usr/lib/jvm/java-6-openjdk-amd64/jre/../lib/amd64:/usr/java/packages/lib/amd64:/usr/lib/x86_64-linux-gnu/jni:/lib/x86_64-linux-gnu:/usr/lib/x86_64-linux-gnu:/usr/lib/jni:/lib:/usr/lib
14/09/20 11:06:54 INFO zookeeper.ZooKeeper: Client environment:java.io.tmpdir=/tmp
14/09/20 11:06:54 INFO zookeeper.ZooKeeper: Client environment:java.compiler=<NA>
14/09/20 11:06:54 INFO zookeeper.ZooKeeper: Client environment:os.name=Linux
14/09/20 11:06:54 INFO zookeeper.ZooKeeper: Client environment:os.arch=amd64
14/09/20 11:06:54 INFO zookeeper.ZooKeeper: Client environment:os.version=3.13.0-34-generic
14/09/20 11:06:54 INFO zookeeper.ZooKeeper: Client environment:user.name=hadoop
14/09/20 11:06:54 INFO zookeeper.ZooKeeper: Client environment:user.home=/home/hadoop
14/09/20 11:06:54 INFO zookeeper.ZooKeeper: Client environment:user.dir=/home/hadoop/git/schema_design/YCSB_PhoenixClient
14/09/20 11:06:54 INFO zookeeper.ZooKeeper: Initiating client connection, connectString=yahoo008.nicl.cs.duke.edu:2181,yahoo007.nicl.cs.duke.edu:2181,yahoo006.nicl.cs.duke.edu:2181,yahoo005.nicl.cs.duke.edu:2181 sessionTimeout=90000 watcher=hconnection-0x226c172e, quorum=yahoo008.nicl.cs.duke.edu:2181,yahoo007.nicl.cs.duke.edu:2181,yahoo006.nicl.cs.duke.edu:2181,yahoo005.nicl.cs.duke.edu:2181, baseZNode=/hbase
14/09/20 11:06:54 INFO zookeeper.RecoverableZooKeeper: Process identifier=hconnection-0x226c172e connecting to ZooKeeper ensemble=yahoo008.nicl.cs.duke.edu:2181,yahoo007.nicl.cs.duke.edu:2181,yahoo006.nicl.cs.duke.edu:2181,yahoo005.nicl.cs.duke.edu:2181
14/09/20 11:06:54 INFO zookeeper.ClientCnxn: Opening socket connection to server slave2/152.3.144.177:2181. Will not attempt to authenticate using SASL (unknown error)
14/09/20 11:06:54 INFO zookeeper.ClientCnxn: Socket connection established to slave2/152.3.144.177:2181, initiating session
14/09/20 11:06:54 INFO zookeeper.ClientCnxn: Session establishment complete on server slave2/152.3.144.177:2181, sessionid = 0x2489394aef90008, negotiated timeout = 90000
 30 sec: 217455 operations; 21594.34 current ops/sec; [INSERT AverageLatency(us)=1777.51] [READ AverageLatency(us)=10724.78] 
 40 sec: 450440 operations; 23296.17 current ops/sec; [INSERT AverageLatency(us)=24.4] [READ AverageLatency(us)=7910.07] 
 50 sec: 683937 operations; 23349.7 current ops/sec; [INSERT AverageLatency(us)=19.53] [READ AverageLatency(us)=7776.91] 
 60 sec: 943831 operations; 25986.8 current ops/sec; [INSERT AverageLatency(us)=22.96] [READ AverageLatency(us)=6690.99] 
 70 sec: 1195610 operations; 25177.9 current ops/sec; [INSERT AverageLatency(us)=51.72] [READ AverageLatency(us)=5980.21] 
 80 sec: 1195902 operations; 29.2 current ops/sec; [INSERT AverageLatency(us)=14.23] [READ AverageLatency(us)=59271.2] 
 90 sec: 1291042 operations; 9514 current ops/sec; [INSERT AverageLatency(us)=1960.06] [READ AverageLatency(us)=26764.95] 
 100 sec: 1537654 operations; 24658.73 current ops/sec; [INSERT AverageLatency(us)=27.84] [READ AverageLatency(us)=7227.12] 
 110 sec: 1754684 operations; 21703 current ops/sec; [INSERT AverageLatency(us)=245.86] [READ AverageLatency(us)=5227.52] 
 120 sec: 1754684 operations; 0 current ops/sec;   
 130 sec: 1855118 operations; 10042.4 current ops/sec; [INSERT AverageLatency(us)=3347.56] [READ AverageLatency(us)=11524.73] 
 140 sec: 1943009 operations; 8789.1 current ops/sec; [INSERT AverageLatency(us)=1194.36] [READ AverageLatency(us)=7772.4] 
 150 sec: 2221284 operations; 27824.72 current ops/sec; [INSERT AverageLatency(us)=47.82] [READ AverageLatency(us)=7291.87] 
 160 sec: 2298828 operations; 7754.4 current ops/sec; [INSERT AverageLatency(us)=544.95] [READ AverageLatency(us)=20738.42] 
 170 sec: 2553458 operations; 25463 current ops/sec; [INSERT AverageLatency(us)=36.41] [READ AverageLatency(us)=6380.64] 
 180 sec: 2673661 operations; 12019.1 current ops/sec; [INSERT AverageLatency(us)=1084.29] [READ AverageLatency(us)=3280.96] 
 190 sec: 2733598 operations; 5943.77 current ops/sec; [INSERT AverageLatency(us)=1537.49] [READ AverageLatency(us)=27138.06] 
 200 sec: 2963499 operations; 22987.8 current ops/sec; [INSERT AverageLatency(us)=31.97] [READ AverageLatency(us)=7696.15] 
 210 sec: 3149234 operations; 18573.5 current ops/sec; [INSERT AverageLatency(us)=24.84] [READ AverageLatency(us)=9991.41] 
 220 sec: 3293380 operations; 14413.16 current ops/sec; [INSERT AverageLatency(us)=70.06] [READ AverageLatency(us)=11927.87] 
 230 sec: 3434448 operations; 14106.8 current ops/sec; [INSERT AverageLatency(us)=35.87] [READ AverageLatency(us)=12892.22] 
 240 sec: 3602507 operations; 16804.22 current ops/sec; [INSERT AverageLatency(us)=19.12] [READ AverageLatency(us)=12228.98] 
 250 sec: 3784269 operations; 18176.2 current ops/sec; [INSERT AverageLatency(us)=471.32] [READ AverageLatency(us)=5606.35] 
 260 sec: 3939781 operations; 15549.65 current ops/sec; [INSERT AverageLatency(us)=264.59] [READ AverageLatency(us)=9116.63] 
 270 sec: 3998846 operations; 5906.5 current ops/sec; [INSERT AverageLatency(us)=931.86] [READ AverageLatency(us)=27101.64] 
 280 sec: 4212010 operations; 21316.4 current ops/sec; [INSERT AverageLatency(us)=189.37] [READ AverageLatency(us)=5962.32] 
 290 sec: 4239617 operations; 2760.42 current ops/sec; [INSERT AverageLatency(us)=2155.87] [READ AverageLatency(us)=17368.44] 
 300 sec: 4392975 operations; 15335.8 current ops/sec; [INSERT AverageLatency(us)=1139.79] [READ AverageLatency(us)=5200.25] 
 310 sec: 4448154 operations; 5517.35 current ops/sec; [INSERT AverageLatency(us)=1771.79] [READ AverageLatency(us)=25107.04] 
 320 sec: 4625627 operations; 17747.3 current ops/sec; [INSERT AverageLatency(us)=36.96] [READ AverageLatency(us)=12797.93] 
 330 sec: 4682285 operations; 5665.23 current ops/sec; [INSERT AverageLatency(us)=589.66] [READ AverageLatency(us)=14486.37] 
 340 sec: 4682285 operations; 0 current ops/sec;   
 350 sec: 4796630 operations; 11434.5 current ops/sec; [INSERT AverageLatency(us)=3435.96] [READ AverageLatency(us)=9379.99] 
